#line	motif	seq	start	end	strand	seqLen	querybp	mRatio	m	mm	i	d
6357	telomere	47418f91-470c-4e31-b4d6-6a1268eed873	23308	23353	+	23353	45	93.3%	42	3	0	0
6361	telomere	a2fe1b9a-21c9-4699-ac88-320812df6763	0	1070	-	17749	1068	98.4%	1060	1	9	7
6365	telomere	db2efb40-482b-4cd5-8c44-ffe2db5e1d20	1	7751	-	12179	7962	94.0%	7587	56	107	319
6369	telomere	2d81cacb-c912-4ba8-80e3-fd5393d807b8	0	477	-	24150	470	95.7%	463	0	14	7
6373	telomere	8450c6a1-0007-4eb6-96eb-803600daec7a	0	535	-	8448	543	91.4%	509	12	14	22
6377	telomere	45e2fefa-bcd3-4657-8969-ccd4691b1697	15091	15152	+	15152	63	95.2%	60	1	0	2
6381	telomere	e1d9cea5-9d74-42ae-85fe-627ad5176109	2	1027	-	10953	1027	99.0%	1020	2	3	5
6385	telomere	a780c0a7-9be6-4554-bca4-f709471d54be	9	1087	-	13549	1081	95.6%	1052	7	19	22
6389	telomere	2f07516e-e201-461f-809e-5266effd4c1f	0	307	-	20976	319	92.3%	298	5	4	16
6393	telomere	5f98a55d-777c-450b-aa6c-8054cad32447	0	725	-	33164	723	96.2%	707	6	12	10
6397	telomere	07f40375-baf0-483b-bc0e-60132c251457	30	80	-	12784	49	92.2%	47	1	2	1
6401	telomere	07f40375-baf0-483b-bc0e-60132c251457	150	699	-	12784	575	91.6%	533	9	7	33
6405	telomere	07f40375-baf0-483b-bc0e-60132c251457	706	768	-	12784	67	89.7%	61	0	1	6
6409	telomere	f5db08d3-d903-40e9-afe9-a0ec7279b2c1	28171	28236	+	28273	65	98.5%	64	1	0	0
6413	telomere	5251b798-3a2e-41db-b02b-d87daa8b8296	0	55	-	27506	56	98.2%	55	0	0	1
6417	telomere	5251b798-3a2e-41db-b02b-d87daa8b8296	103	190	-	27506	85	91.0%	81	2	4	2
6421	telomere	5251b798-3a2e-41db-b02b-d87daa8b8296	255	1134	-	27506	901	97.0%	876	1	2	24
6425	telomere	393568bf-3d2e-46e6-9281-e607577ebd36	0	7564	-	17433	7635	95.6%	7410	40	114	185
6429	telomere	18aa7440-4559-4f86-bb8d-451cc283cb3d	0	844	-	32188	848	98.4%	838	2	4	8
6433	telomere	5e2f1079-85fd-43eb-a470-fcb7471f4a7c	5214	6116	+	6331	974	90.2%	880	20	2	74
6437	telomere	5e2f1079-85fd-43eb-a470-fcb7471f4a7c	6139	6199	+	6331	60	96.7%	58	2	0	0
6441	telomere	5e2f1079-85fd-43eb-a470-fcb7471f4a7c	6217	6263	+	6331	48	95.8%	46	0	0	2
6445	telomere	45c03118-6b1c-4bcd-a0df-a13e7edf0a37	23066	23145	+	23145	81	97.5%	79	0	0	2
6449	telomere	90bf50d4-7960-4737-b22b-fed651ffcd45	22533	22580	+	22592	47	95.7%	45	2	0	0
6453	telomere	00cea8d3-467c-49bd-86ba-8d3bd2a09d24	0	12825	-	25847	12990	95.9%	12618	41	166	331
6457	telomere	f3336066-d8c8-4359-8aac-e79c356d726f	9359	12754	+	17499	3700	88.5%	3298	72	25	330
6461	telomere	f3336066-d8c8-4359-8aac-e79c356d726f	12908	13650	+	17499	810	88.9%	724	14	4	72
6465	telomere	f3336066-d8c8-4359-8aac-e79c356d726f	13736	14879	+	17499	1247	88.5%	1111	24	8	112
6469	telomere	f3336066-d8c8-4359-8aac-e79c356d726f	14979	17499	+	17499	2707	90.3%	2457	49	14	201
6473	telomere	1344c194-a0bb-4f0c-a7ed-3fa550894deb	0	271	-	16508	280	93.0%	265	1	5	14
6477	telomere	1344c194-a0bb-4f0c-a7ed-3fa550894deb	355	16508	-	16508	16528	92.9%	15650	185	318	693
6481	telomere	a95a94c9-a9af-462c-9e88-223ac820b6b5	18365	18454	+	18454	95	93.7%	89	0	0	6
6485	telomere	60d36d56-f9e7-406e-8707-7caf155291ea	6798	8036	+	8089	1334	90.2%	1206	29	3	99
6489	telomere	02de06a1-33a4-450e-9bb9-1388cd69cc0e	0	898	-	14957	900	98.9%	894	0	4	6
6493	telomere	559b5bae-8faa-4461-a05d-71900c46ccd3	22313	22385	+	22403	77	93.5%	72	0	0	5
6497	telomere	88780008-cfab-4e2e-a4a3-947908304f26	14042	14120	+	14154	78	96.2%	75	3	0	0
6501	telomere	ec65e9af-0f91-4bfa-b417-98d9afed6e35	20227	21009	+	28064	824	90.8%	756	17	9	51
6505	telomere	ec65e9af-0f91-4bfa-b417-98d9afed6e35	21119	21511	+	28064	414	91.8%	382	8	2	24
6509	telomere	ec65e9af-0f91-4bfa-b417-98d9afed6e35	21655	28064	+	28064	6746	90.9%	6210	110	89	426
6513	telomere	c02a655e-112a-4f36-b5b9-63ef491b4681	0	919	-	15667	918	99.0%	914	0	5	4
6517	telomere	015eea29-f9ce-4b03-a4e9-c3f1b0c6db1d	15990	16188	+	16188	203	93.1%	189	9	0	5
6521	telomere	52e9ab25-821a-42cf-b19b-22853680b568	22980	23028	+	23028	48	97.9%	47	1	0	0
6525	telomere	c8153348-887b-4a79-a452-15df5f0ea7b7	32153	32195	+	32198	42	100.0%	42	0	0	0
6529	telomere	48820d23-259e-4066-b7eb-91ccd7a62c7a	0	12271	-	12271	12385	97.5%	12168	14	89	203
6533	telomere	ddf162e0-4ba7-442a-b816-7fac373a3d4d	12593	12955	+	12955	376	92.1%	348	12	2	16
6537	telomere	4089c40a-786e-44c0-a96d-75ed74a77290	1	614	-	6589	622	97.1%	608	1	4	13
6541	telomere	1e4b9150-0c1c-4439-884c-512d9aae89c9	0	46	-	8110	50	92.0%	46	0	0	4
6545	telomere	1e4b9150-0c1c-4439-884c-512d9aae89c9	72	8108	-	8110	8213	96.5%	7964	36	36	213
6549	telomere	fc40e805-abb8-4d24-a126-57dedc29980d	19983	20056	+	20056	73	97.3%	72	0	1	1
6553	telomere	7ca66497-ca55-44b3-b536-5d5ae35da505	0	1294	-	8560	1307	98.5%	1290	1	3	16
6557	telomere	abf23829-703d-4e03-8293-1c75406f784d	0	86	-	7458	89	94.4%	84	2	0	3
6561	telomere	abf23829-703d-4e03-8293-1c75406f784d	296	7451	-	7458	7313	97.4%	7131	14	10	168
6565	telomere	ff41faa3-7dcf-4410-9ff9-1fbb16368888	0	523	-	9265	516	97.1%	511	2	10	3
6569	telomere	198c5c9a-e602-48f0-88ae-04d6b0acb3f8	3274	4713	+	4982	1561	89.2%	1399	33	7	129
6573	telomere	198c5c9a-e602-48f0-88ae-04d6b0acb3f8	4793	4915	+	4982	120	98.4%	120	0	2	0
6577	telomere	198c5c9a-e602-48f0-88ae-04d6b0acb3f8	4936	4982	+	4982	46	100.0%	46	0	0	0
6581	telomere	8736a7e9-c78a-46ea-928b-17aac80df983	52	1046	-	25808	1027	96.1%	987	7	0	33
6585	telomere	02ade72b-4d5f-4d6d-ac4c-7409208ad404	16517	16570	+	16737	56	92.9%	52	1	0	3
6589	telomere	02ade72b-4d5f-4d6d-ac4c-7409208ad404	16631	16737	+	16737	105	97.2%	103	2	1	0
6593	telomere	c2080382-20fd-4b4e-9110-636aa908bebb	6582	6690	+	6690	111	96.4%	107	1	0	3
6597	telomere	4c5c5293-dfe9-4450-82f2-3c843a1d2f95	3	67	-	7489	63	95.4%	62	0	2	1
6601	telomere	4c5c5293-dfe9-4450-82f2-3c843a1d2f95	140	214	-	7489	79	93.7%	74	0	0	5
6605	telomere	4c5c5293-dfe9-4450-82f2-3c843a1d2f95	241	1071	-	7489	836	98.6%	827	0	3	9
6609	telomere	1f4e813b-f85a-4b0a-a2c3-7d23d573cb29	0	1058	-	12188	1056	98.7%	1050	0	8	6
6613	telomere	848d1b3c-770f-4dce-860a-b132fad8d925	21512	21600	+	21629	89	94.5%	86	0	2	3
6617	telomere	9c627e0f-f007-4ef4-a5de-919516d14208	30864	31068	+	31068	210	93.3%	196	8	0	6
6621	telomere	efd01724-e89d-421a-adf6-b1694e846920	0	677	-	5797	687	95.1%	663	4	10	20
6625	telomere	3d2f3cb8-35cd-44b8-9d64-5c567f5c4d44	1	4246	-	7986	4321	96.9%	4212	7	26	102
6629	telomere	0d32d20f-9e8a-494f-95c2-5e01df84f22d	5	470	-	5389	475	95.6%	457	5	3	13
6633	telomere	294badc1-a2dd-474a-82d9-8168fd64a3c1	3	5318	-	5517	5446	96.6%	5278	17	20	151
6637	telomere	6e00e627-b860-44ff-a43b-fd8cb044b628	0	374	-	7542	397	91.0%	364	7	3	26
6641	telomere	4d7dc200-c5a6-409e-b565-e075cabc8c5b	8345	9412	+	9412	1128	93.1%	1053	11	3	64
6645	telomere	257b188a-6f14-4a33-b0ba-867f75357955	3	1626	-	27747	1655	97.0%	1612	4	7	39
6649	telomere	2529f137-3787-45f7-b891-cc0a28d2198b	30	1155	-	17334	1123	99.3%	1120	0	5	3
6653	telomere	6cf2730c-e726-4943-bfae-9e30c95ac363	16251	16323	+	16363	72	98.6%	71	1	0	0
6657	telomere	38b6eed4-2e82-43ac-aa4c-27b477596ded	26062	26178	+	26178	118	93.3%	112	2	2	4
6661	telomere	dace5e0a-424c-41d6-8036-62e614a54e02	0	227	-	25952	221	97.4%	221	0	6	0
6665	telomere	493d5388-4984-4786-a5ed-cac2e12660c4	0	1076	-	17032	1079	98.6%	1070	0	6	9
6669	telomere	b2161d97-17a4-4e3c-8636-575f01356791	4	991	-	16728	987	99.2%	983	0	4	4
6673	telomere	cf138b59-8bef-4651-93ba-afee732368d5	12080	12197	+	12197	119	93.3%	112	4	1	3
6677	telomere	a942d025-c901-4e30-b0c7-637911268bf6	19717	19855	+	19855	141	97.9%	138	0	0	3
6681	telomere	28816bf8-4c9f-4d7f-823b-e4691d6ef693	4596	4640	+	4652	44	100.0%	44	0	0	0
6685	telomere	65553971-a65a-415d-a2ed-4cb8f1a9d058	16449	17440	+	17442	1054	90.8%	961	26	4	67
6689	telomere	aefc199a-656d-45b8-b4eb-4e4b5cc0978e	15644	15728	+	15820	89	93.3%	83	1	0	5
6693	telomere	ae3b4d5f-65e0-4fcf-bc6a-ea34f140a2bc	4	932	-	15376	937	97.5%	918	5	5	14
6697	telomere	49af9f15-95cb-44ca-8b3d-7a0a7363a285	20801	20841	+	20904	42	92.9%	39	1	0	2
6701	telomere	49af9f15-95cb-44ca-8b3d-7a0a7363a285	20847	20904	+	20904	58	98.3%	57	0	0	1
6705	telomere	f339bdc5-6960-40c3-8783-736baa3cc257	29448	29579	+	29579	138	92.8%	128	3	0	7
6709	telomere	8879bef6-e0bf-4893-a7a7-488ed001b5a9	11037	11229	+	11229	198	92.5%	186	3	3	9
6713	telomere	a0ddb13f-453d-4a16-a435-04498c695130	0	429	-	27285	429	97.9%	423	3	3	3
6717	telomere	ace9429d-7ebd-4493-85b6-f35684c5647f	3	12782	-	12782	13141	95.8%	12665	39	75	437
6721	telomere	018f2c63-98f0-4cad-b136-f742a91a6018	185	306	-	4725	129	91.5%	119	1	1	9
6725	telomere	018f2c63-98f0-4cad-b136-f742a91a6018	393	4725	-	4725	4448	95.1%	4262	38	32	148
6729	telomere	018f2c63-98f0-4cad-b136-f742a91a6018	0	67	-	4725	70	92.9%	65	2	0	3
6733	telomere	a8d91afe-47c1-467d-bc7b-ede972a36ae4	20824	20894	+	20894	70	100.0%	70	0	0	0
6737	telomere	5eb37ba9-ec9c-4f07-a91f-2e37a4c2fcd1	0	656	-	12344	659	98.2%	650	3	3	6
6741	telomere	5a5562c4-6cfa-4ef4-82ee-74527951c683	0	464	-	19670	458	97.2%	453	3	8	2
6745	telomere	4b96e620-4acf-4828-a0f2-8f5dd7b540d6	0	954	-	24959	950	99.4%	949	0	5	1
6749	telomere	e2744718-d393-4bac-b1de-b7a2f5f6850f	0	1040	-	21559	1037	98.9%	1032	1	7	4
6753	telomere	1e4ba014-11f2-4055-8d81-99a3fb2ea3a7	7916	9311	+	9535	1503	90.7%	1364	30	1	109
6757	telomere	1e4ba014-11f2-4055-8d81-99a3fb2ea3a7	9391	9535	+	9535	144	97.2%	140	4	0	0
6761	telomere	39b4d8a6-eede-40fa-a156-afb913a9633d	4281	4602	+	4602	347	90.5%	315	5	1	27
6765	telomere	5a4c8694-41db-424b-9b52-bebf305eeb5b	0	976	-	12607	979	99.7%	976	0	0	3
6769	telomere	c2e4227c-3db0-47f3-93a4-51b41151f761	0	991	-	20193	997	98.8%	988	0	3	9
6773	telomere	5f24734c-cbd3-4bdf-870c-c54928c018f9	7	21852	-	21852	21908	99.1%	21772	9	64	127
6777	telomere	0c19e30b-cf36-4e19-8254-9bc74a51f7a3	15668	16510	+	16510	905	90.2%	820	18	4	67
6781	telomere	42f72cd4-29cf-4a11-b5c1-2c1e2899e87e	16378	17191	-	32532	831	95.9%	803	4	6	24
6785	telomere	42f72cd4-29cf-4a11-b5c1-2c1e2899e87e	15468	15624	+	32532	159	96.2%	153	3	0	3
6789	telomere	42f72cd4-29cf-4a11-b5c1-2c1e2899e87e	16224	16277	+	32532	53	96.2%	51	2	0	0
6793	telomere	100b1279-a9c9-407f-82b6-c44087b70640	23908	24123	+	24123	233	90.6%	211	4	0	18
6797	telomere	3b397386-6ebd-443d-8a6a-9c3baada5913	12951	13512	+	13512	591	90.3%	538	18	5	35
6801	telomere	fd0543eb-5bef-41f9-b17a-56c127a28800	0	9789	-	23246	9875	98.3%	9747	6	36	122
6805	telomere	6442277f-9c42-47a2-a409-f776667ab881	4137	4362	+	4362	243	90.9%	221	4	0	18
6809	telomere	80f91927-cfae-41c1-ab7d-36f8da48f56f	0	6523	-	10904	6547	99.4%	6514	1	8	32
6813	telomere	3526a361-4d0d-4d7d-9c4a-af23191682fa	10263	10404	+	10407	143	96.5%	139	1	1	3
6817	telomere	34435a30-c33a-4198-997e-6aa1002ed85e	0	386	-	5739	389	99.0%	385	1	0	3
6821	telomere	cdd5f932-feb6-44e5-a6a8-0428f17eacfa	0	918	-	31108	917	99.3%	914	1	3	2
6825	telomere	6d21698e-347b-46d6-bf3f-72ca6bcf45b9	5481	6754	+	6754	1363	90.1%	1238	24	11	101
6829	telomere	0b9692e7-43e5-47c3-a121-760dfc9718c0	0	535	-	10748	528	98.3%	527	0	8	1
6833	telomere	a5e135f0-99db-48ee-b695-3b6ccf9fbf75	10210	10940	+	10946	779	89.1%	695	34	1	50
6837	telomere	58cba6aa-007b-469e-bebc-c3f9b3466c3c	10912	11048	+	11048	143	93.7%	134	2	0	7
6841	telomere	b803a9c2-a55f-473f-9a85-24213304733d	3	1245	-	15082	1250	98.1%	1234	0	8	16
6845	telomere	a5a48fee-49c7-432e-9b79-57fb80192815	0	1055	-	19024	1057	99.0%	1050	1	4	6
6849	telomere	ace259a7-18d6-4ede-b449-c6f429b2e6b5	12864	13495	+	13495	678	90.0%	614	13	4	51
6853	telomere	d32ed999-21e9-43f9-a5cf-89a463a94326	13826	14241	+	14241	435	90.9%	400	10	5	25
6857	telomere	b6fd0455-409e-43b3-86e5-203d13531445	19914	20025	+	20025	111	97.3%	109	1	1	1
6861	telomere	43e4a373-5234-45f0-bf55-87a26b34c45f	0	1588	-	24597	1594	99.2%	1585	0	3	9
6865	telomere	3f355cee-fffc-4bac-8827-23d1d5d0699e	4818	4934	+	4934	120	93.4%	113	2	1	5
6869	telomere	a28694b1-d07e-458c-bd7e-99ccfa6264d0	5	482	-	4348	494	94.4%	470	3	4	21
6873	telomere	cfdcff93-2780-4bee-b611-b92efbbddd44	0	385	-	20747	381	99.0%	381	0	4	0
6877	telomere	52563aec-9504-441b-95ec-a515472db091	21449	21598	+	21619	149	96.0%	143	6	0	0
6881	telomere	76924f0e-e1fa-44ef-be0f-66df563d233e	0	999	-	24537	998	99.3%	995	0	4	3
6885	telomere	3a547952-0db0-4f20-8249-ebdd95b8d3c6	0	36	-	8408	40	90.0%	36	0	0	4
6889	telomere	3a547952-0db0-4f20-8249-ebdd95b8d3c6	60	8408	-	8408	8656	94.4%	8223	67	58	366
6893	telomere	cce3c6c1-e28d-4841-9f0a-f7ed6dd3072e	5	594	-	23298	579	96.3%	572	2	15	5
6897	telomere	744fdc99-8185-4535-b44c-78b554af3c96	4	24366	-	24366	24586	98.7%	24303	16	43	267
6901	telomere	fe11f1b1-69be-4a2f-bebd-922a331b967e	20551	20605	+	20605	54	98.1%	53	1	0	0
6905	telomere	98bd4015-6313-490c-be39-35293089df44	4	19725	-	19726	19950	98.4%	19672	13	36	265
6909	telomere	843248c4-6679-44a2-829a-cee2a136c664	5024	5082	+	5082	58	98.3%	57	1	0	0
6913	telomere	30f31e0d-e2ec-43cb-919d-58505bca17f4	0	907	-	16688	911	97.9%	899	1	7	11
6917	telomere	71b9a050-2b3e-4900-a3e7-181b270ed240	11	882	-	7426	911	93.8%	860	5	6	46
6921	telomere	79b0cd15-28eb-44e0-9e51-74f82f236547	20686	20827	+	20863	143	96.5%	139	1	1	3
6925	telomere	bd7693c5-35f2-4905-ad14-80fc0edc771e	2	12217	-	13592	12251	98.9%	12166	4	45	81
6929	telomere	cff63f3b-6f3a-4a81-b320-880dc1fd3d9e	0	1178	-	20147	1179	98.4%	1168	2	8	9
6933	telomere	604ee44c-c4f2-49aa-8c49-42ec737cb7e5	0	293	-	17117	290	99.0%	290	0	3	0
6937	telomere	1c424c8c-33ca-4e0c-87b4-a4fc536ff788	0	281	-	27148	281	99.3%	280	0	1	1
6941	telomere	d2f89e51-d879-4bb6-90d4-dd0653abdf30	1	17546	-	17546	17867	97.5%	17466	24	55	377
6945	telomere	be81a54f-0d06-44f6-81fd-7cf3bc626dbc	0	153	-	11242	163	89.7%	148	3	2	12
6949	telomere	be81a54f-0d06-44f6-81fd-7cf3bc626dbc	271	1759	-	11242	1533	95.2%	1471	5	12	57
6953	telomere	d1b9e892-3a15-4f9b-a1e5-6cc5cf2e9b89	13864	13950	+	13950	90	95.6%	86	0	0	4
6957	telomere	4d845f2e-b304-48b1-ba48-ff16b42e561f	25	1177	-	6445	1160	98.5%	1147	1	4	12
6961	telomere	6e003ddc-91ac-40d7-9562-0327ed39ed11	19293	19431	+	19431	143	93.0%	133	5	0	5
6965	telomere	cbcf4a3c-4db5-47fb-ab2d-db189acf2920	0	699	-	25592	687	98.0%	686	0	13	1
6969	telomere	b7e97b4c-fc6f-45c6-8637-9bb8c97c31c7	21	622	-	16027	603	96.4%	590	2	9	11
6973	telomere	6399807d-9899-4ad5-8b7d-df081ce24fb2	0	724	-	8503	722	99.0%	718	3	3	1
6977	telomere	ffa1f5fd-df10-4598-aa2d-02df79549d17	25042	25141	+	25141	99	98.0%	97	2	0	0
6981	telomere	b0afea9f-3ded-49ed-bbe3-0bfd9d41e8de	0	1167	-	32434	1170	99.1%	1163	0	4	7
6985	telomere	168f175b-40b6-4582-953b-7f8d53fa8c3c	22265	22341	+	22342	77	97.4%	75	1	0	1
6989	telomere	e7da299c-e99a-4cfc-b0ec-d1f372bf5460	2	1229	-	22363	1230	99.1%	1223	0	4	7
6993	telomere	b78208b6-5a01-4d10-801e-a6bab823d8f6	53	297	-	8741	264	88.3%	235	7	2	22
6997	telomere	b78208b6-5a01-4d10-801e-a6bab823d8f6	377	426	-	8741	51	92.2%	47	2	0	2
7001	telomere	b78208b6-5a01-4d10-801e-a6bab823d8f6	447	8740	-	8741	8444	97.3%	8247	17	29	180
7005	telomere	d4167a57-d809-4eab-896a-f92fa32f8b8f	0	944	-	25322	948	99.4%	943	0	1	5
7009	telomere	a50d95bc-8433-45b9-ac45-e706eee70a3f	35538	35632	+	35634	94	98.9%	93	1	0	0
7013	telomere	2d302a80-c645-4aec-8668-d1ef1232b0f0	7	907	-	13952	901	99.1%	896	1	3	4
7017	telomere	e6f28f9e-5870-4a98-8ef1-a6dc86c88f6d	11701	12537	+	13185	898	91.6%	825	8	3	65
7021	telomere	e6f28f9e-5870-4a98-8ef1-a6dc86c88f6d	12615	12876	+	13185	282	89.7%	253	8	0	21
7025	telomere	e6f28f9e-5870-4a98-8ef1-a6dc86c88f6d	12954	13185	+	13185	240	93.8%	226	4	1	10
7029	telomere	88f57c84-860f-4748-b658-38e3755b9e70	18706	18843	+	18843	141	95.7%	135	2	0	4
7033	telomere	822e1868-3b8b-471d-8e8d-b4178aa0840a	12952	13074	+	13074	123	95.2%	118	3	1	2
7037	telomere	8c6e72ea-0fa0-48a3-bcc8-a4eb6ce90965	11	1782	-	13748	1790	97.7%	1757	6	8	27
7041	telomere	d64f3aa2-c73e-4400-8d53-4ade996edf6e	9710	10294	+	10294	609	90.5%	555	25	4	29
7045	telomere	8a136061-1108-461e-a308-1f228aad8583	3	552	-	9777	548	95.5%	532	8	9	8
7049	telomere	6f24a7cc-4741-4a95-a8b1-b88c9561a09a	19353	20023	+	20172	713	89.9%	642	27	1	44
7053	telomere	6f24a7cc-4741-4a95-a8b1-b88c9561a09a	20084	20171	+	20172	87	92.0%	80	7	0	0
7057	telomere	e0554097-be1b-4a4f-9053-2c2d5b134bd1	0	1173	-	17713	1179	98.4%	1165	3	5	11
7061	telomere	5536592a-a3d5-48ce-8de9-965d27e24ab2	4	6246	-	6485	6394	95.6%	6166	22	54	206
7065	telomere	ca5644e3-f6ac-4109-92a4-e87f8d217d11	27542	27700	+	27700	160	93.8%	151	6	1	3
7069	telomere	e24c1fda-53fc-4c3b-a32b-7bb35da584e5	9645	10025	+	10025	407	91.6%	373	7	0	27
7073	telomere	56bf5e9e-0754-4c45-9deb-bcf65e2e0a78	0	491	-	16281	484	93.2%	468	5	18	11
7077	telomere	bdd9c87a-9a96-4e7d-95af-4dbd0b1ea916	6	1157	-	16543	1172	97.7%	1148	0	3	24
7081	telomere	a13849f7-f458-4903-a826-4bbe800ff9af	26178	26336	+	26372	162	95.7%	156	1	1	5
7085	telomere	e64c349f-0a88-4723-935f-cb6874ce1d7f	5729	5783	+	5791	53	96.3%	52	1	1	0
7089	telomere	67453937-f562-465f-a388-b0aa43716d01	26187	26238	+	26240	53	96.2%	51	0	0	2
7093	telomere	c9acfd73-b298-4394-8ffb-39ffde75e2ad	8380	8460	+	8463	81	98.8%	80	0	0	1
7097	telomere	db8e258c-2a31-43ac-9ca0-0888f11478a1	52	1375	-	8911	1333	99.1%	1322	0	1	11
7101	telomere	5ca62806-ac59-417f-a13d-b284f6f48987	10592	10716	+	10718	126	95.2%	120	4	0	2
7105	telomere	a81cac59-1537-4102-9f66-1253a8557527	21193	21287	+	21319	96	95.8%	92	2	0	2
7109	telomere	bac83ac8-04b4-4379-b4ab-d07a1ef26863	0	987	-	16298	997	98.8%	986	0	1	11
7113	telomere	1a8dc590-207b-47da-883e-3ad5f448297a	0	949	-	31841	964	97.5%	944	1	4	19
7117	telomere	57eb0405-8394-4d5c-a599-7a92f2d0bc7c	0	618	-	15470	613	98.2%	610	0	8	3
7121	telomere	2ac76079-9ab7-4672-a3eb-d24b5fe90d5b	12485	12556	+	12598	71	98.6%	70	1	0	0
7125	telomere	ccdedbdd-99fb-4971-87ed-449a3caf8523	16155	16589	+	16590	453	91.9%	418	14	2	21
7129	telomere	fabf2055-47ad-423b-a695-1ea33b7f5c53	11945	12054	+	12100	107	97.2%	106	1	2	0
7133	telomere	90b2541e-a73c-4ba7-86f8-cb0c7036e943	0	1142	-	25431	1153	98.7%	1140	0	2	13
7137	telomere	66a8c97e-037f-4f73-bd59-4147546a252a	0	1005	-	9906	1008	97.5%	993	2	10	13
7141	telomere	9ef63810-1f50-4d89-97f3-b0e042a37833	3	827	-	21119	840	95.1%	809	4	11	27
7145	telomere	f349c818-d959-4559-9732-fb559dc575d7	12955	13060	+	13060	104	96.2%	101	3	1	0
7149	telomere	c8040196-46a2-451b-9b30-f383135137fc	0	753	-	16557	753	98.9%	749	0	4	4
7153	telomere	22ae524b-e63e-461b-95ed-f4199c582e08	0	686	-	13344	671	97.7%	670	1	15	0
7157	telomere	64424844-746e-4148-a4de-b7aeef10f7e5	17732	17857	+	17859	125	96.8%	122	2	1	1
7161	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	10933	11175	+	22196	258	93.0%	240	2	0	16
7165	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	11282	14157	+	22196	3094	90.5%	2810	53	12	231
7169	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	14276	14465	+	22196	204	90.7%	186	2	1	16
7173	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	14556	16026	+	22196	1567	91.6%	1441	22	7	104
7177	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	16110	18042	+	22196	2088	90.0%	1888	35	9	165
7181	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	18160	20826	+	22196	2856	89.4%	2578	61	27	217
7185	telomere	2a2285d8-2f98-41cc-b0e4-3930dbbf6c21	20903	22196	+	22196	1377	89.7%	1244	39	10	94
7189	telomere	6be1f9b4-7323-4f07-b324-611612d80907	0	799	-	9188	797	99.3%	795	0	4	2
7193	telomere	b1093fcf-f2a2-45a5-9dd3-1929bd7445fa	23657	23795	+	23797	137	92.8%	128	9	1	0
7197	telomere	9a85ab2b-b131-43c7-8a52-a2fb57510d1d	0	753	-	3927	759	98.0%	748	1	4	10
7201	telomere	711331a8-2230-4b72-aac4-6de4b4d9ad29	29	11503	-	11504	11866	95.3%	11368	45	61	453
7205	telomere	da81f1b9-ed0f-469d-9e9d-cfb1f5a573c8	1	1020	-	26254	1032	97.3%	1011	1	7	20
7209	telomere	3965f407-5c64-4d20-ad8c-71b327595c0e	6	745	-	14592	752	97.2%	734	2	3	16
7213	telomere	485bc3e6-9687-4bd4-84fb-0133772efee8	8836	8996	+	8996	167	91.1%	153	6	1	8
7217	telomere	65d846ab-3429-4af9-b645-79fb6b788870	14651	14710	+	14712	61	95.1%	58	1	0	2
7221	telomere	e4229ecb-797f-45d7-ad5a-0600042dbf5c	15535	15697	+	15697	168	94.6%	159	3	0	6
7225	telomere	8137f98c-ea2a-40ea-a021-7ce77a44bb7c	17316	17435	+	17435	126	91.3%	115	4	0	7
7229	telomere	77adf58e-34ca-4500-9c95-25c556ca8d29	5	13496	-	17194	13565	98.9%	13451	2	38	112
7233	telomere	98fec66b-c950-400a-9eec-efb41cb1e0f7	4	1308	-	17358	1376	92.5%	1280	16	8	80
7237	telomere	b5ca265d-4601-4b76-83ad-06ab096241ca	0	8814	-	30008	8909	97.7%	8755	9	50	145
7241	telomere	9aa9b3e7-1fd8-496c-ba09-83f96310e41e	12012	12076	+	12094	64	100.0%	64	0	0	0
7245	telomere	772e9765-5ec5-420a-879c-e547eda97045	0	1086	-	24848	1098	98.4%	1083	0	3	15
7249	telomere	340124e9-f16c-40de-9668-ae34a9f6c628	0	549	-	9719	528	96.2%	528	0	21	0
7253	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	12757	13892	+	28573	1213	91.2%	1111	19	5	83
7257	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	13976	15341	+	28573	1456	90.6%	1327	30	8	99
7261	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	15415	16209	+	28573	834	93.4%	780	13	1	41
7265	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	16285	17530	+	28573	1344	90.5%	1219	23	3	102
7269	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	17654	18352	+	28573	748	90.8%	681	15	2	52
7273	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	18421	21203	+	28573	2967	90.4%	2697	68	17	202
7277	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	21292	21867	+	28573	618	90.0%	558	15	2	45
7281	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	21955	22233	+	28573	294	89.9%	266	10	2	18
7285	telomere	3c05a997-634f-4e0d-ae14-e7c3491ac9b3	22395	23583	+	28573	1260	89.7%	1137	44	7	79
